"pdb","vvolume","variable","value"
"1SLL_A","vvolumeCA","hbe",0.41820070955688
"1SLL_A","vvolumeCA","hpshh",0.233250088085193
"1SLL_A","vvolumeCA","r4s_JC",0.369537376879372
"1SLL_A","vvolumeCA","rsa",0.809695806296167
"1SLL_A","vvolumeCA","seqent",0.213391119827738
"1SLL_A","vvolumeCB","ddgent",0.739856365654091
"1SLL_A","vvolumeCB","hbe",0.406353879553823
"1SLL_A","vvolumeCB","hpshh",0.294315117813897
"1SLL_A","vvolumeCB","r4s_JC",0.387773728834295
"1SLL_A","vvolumeCB","rsa",0.866743474122927
"1SLL_A","vvolumeCB","seqent",0.225028042749619
"1SLL_A","vvolumeN","ddgent",0.626362322665408
"1SLL_A","vvolumeN","hbe",0.516657353629515
"1SLL_A","vvolumeN","hpshh",0.238608295084734
"1SLL_A","vvolumeN","r4s_JC",0.354353867186638
"1SLL_A","vvolumeN","rsa",0.773970476255367
"1SLL_A","vvolumeN","seqent",0.21312209879644
"1SLL_A","vvolumeO","ddgent",0.463013071832977
"1SLL_A","vvolumeO","hbe",0.533810073510195
"1SLL_A","vvolumeO","hpshh",0.174333125892481
"1SLL_A","vvolumeO","r4s_JC",0.251999964601431
"1SLL_A","vvolumeO","rsa",0.64507919009734
"1SLL_A","vvolumeO","seqent",0.125261913857551
"1SLL_A","vvolumeSC","ddgent",0.778343270525983
"1SLL_A","vvolumeSC","hbe",0.33039496188429
"1SLL_A","vvolumeSC","hpshh",0.342309945067539
"1SLL_A","vvolumeSC","r4s_JC",0.413832125012128
"1SLL_A","vvolumeSC","rsa",0.899040254158313
"1SLL_A","vvolumeSC","seqent",0.23491569422222
"1SML_A","vvolumeAA","ddgent",0.799754846093398
"1SML_A","vvolumeAA","hbe",0.346574519038173
"1SML_A","vvolumeAA","hpshh",0.366657292764338
"1SML_A","vvolumeAA","r4s_JC",0.513268634621642
"1SML_A","vvolumeAA","rsa",0.909503670215094
"1SML_A","vvolumeAA","seqent",0.35638985997912
"1SML_A","vvolumeC","ddgent",0.709723109979741
"1SML_A","vvolumeC","hbe",0.468679426762597
"1SML_A","vvolumeC","hpshh",0.267224502909576
"1SML_A","vvolumeC","r4s_JC",0.415164071876322
"1SML_A","vvolumeC","rsa",0.801113121295311
"1SML_A","vvolumeC","seqent",0.296440191559136
"1SML_A","vvolumeCA","ddgent",0.791818107915538
"1SML_A","vvolumeCA","hbe",0.37717599654958
"1SML_A","vvolumeCA","hpshh",0.326345189005519
"1SML_A","vvolumeCA","r4s_JC",0.497228063287004
"1SML_A","vvolumeCA","rsa",0.866527549634574
"1SML_A","vvolumeCA","seqent",0.347309581300011
"1SML_A","vvolumeCB","ddgent",0.805142493715739
"1SML_A","vvolumeCB","hbe",0.35989897348579
"1SML_A","vvolumeCB","hpshh",0.317254448864249
"1SML_A","vvolumeCB","r4s_JC",0.507933572985479
"1SML_A","vvolumeCB","rsa",0.875548906593568
"1SML_A","vvolumeCB","seqent",0.352977463006147
"1SML_A","vvolumeN","ddgent",0.718713786798988
"1SML_A","vvolumeN","hbe",0.438610761622731
"1SML_A","vvolumeN","hpshh",0.287314485108235
"1SML_A","vvolumeN","r4s_JC",0.447552853295458
"1SML_A","vvolumeN","rsa",0.819008143260248
"1SML_A","vvolumeN","seqent",0.316416613375318
"1SML_A","vvolumeO","ddgent",0.638146457940484
"1SML_A","vvolumeO","hbe",0.503823360913727
"1SML_A","vvolumeO","hpshh",0.233401945565616
"1SML_A","vvolumeO","r4s_JC",0.334546460784928
"1SML_A","vvolumeO","rsa",0.72681032269071
"1SML_A","vvolumeO","seqent",0.237323857003815
"1SML_A","vvolumeSC","ddgent",0.820321632999182
"1SML_A","vvolumeSC","hbe",0.30195538893688
"1SML_A","vvolumeSC","hpshh",0.365008590270833
"1SML_A","vvolumeSC","r4s_JC",0.570166819903928
"1SML_A","vvolumeSC","rsa",0.917669564692788
"1SML_A","vvolumeSC","seqent",0.411773407150609
"1SNZ_A","vvolumeAA","ddgent",0.75927093067474
"1SNZ_A","vvolumeAA","hbe",0.406922566153051
"1SNZ_A","vvolumeAA","hpshh",0.38669915463727
"1SNZ_A","vvolumeAA","r4s_JC",0.516471354789761
"1SNZ_A","vvolumeAA","rsa",0.897434054067283
"1SNZ_A","vvolumeAA","seqent",0.465436078727242
"1SNZ_A","vvolumeC","ddgent",0.639714409525185
"1SNZ_A","vvolumeC","hbe",0.446178526614024
"1SNZ_A","vvolumeC","hpshh",0.264096681697441
"1SNZ_A","vvolumeC","r4s_JC",0.424159338136975
"1SNZ_A","vvolumeC","rsa",0.783390568774834
"1SNZ_A","vvolumeC","seqent",0.373018538427124
"1SNZ_A","vvolumeCA","ddgent",0.738842186709948
"1SNZ_A","vvolumeCA","hbe",0.410021192477299
"1SNZ_A","vvolumeCA","hpshh",0.338365995291003
"1SNZ_A","vvolumeCA","r4s_JC",0.476081326685461
"1SNZ_A","vvolumeCA","rsa",0.845737349907819
"1SNZ_A","vvolumeCA","seqent",0.424601295914931
"1SNZ_A","vvolumeCB","ddgent",0.781159813340329
"1SNZ_A","vvolumeCB","hbe",0.414215721991371
"1SNZ_A","vvolumeCB","hpshh",0.369497198673886
"1SNZ_A","vvolumeCB","r4s_JC",0.522339592058434
"1SNZ_A","vvolumeCB","rsa",0.878716818935019
"1SNZ_A","vvolumeCB","seqent",0.47188771492867
"1SNZ_A","vvolumeN","ddgent",0.647345287963517
"1SNZ_A","vvolumeN","hbe",0.473860379968573
"1SNZ_A","vvolumeN","hpshh",0.307079487325087
"1SNZ_A","vvolumeN","r4s_JC",0.473109955727027
"1SNZ_A","vvolumeN","rsa",0.81004554751517
"1SNZ_A","vvolumeN","seqent",0.423155170113674
"1SNZ_A","vvolumeO","ddgent",0.426217842329767
"1SNZ_A","vvolumeO","hbe",0.463364840238603
"1SNZ_A","vvolumeO","hpshh",0.158722754490539
"1SNZ_A","vvolumeO","r4s_JC",0.265627315720755
"1SNZ_A","vvolumeO","rsa",0.618633369087739
"1SNZ_A","vvolumeO","seqent",0.230011126137073
"1SNZ_A","vvolumeSC","ddgent",0.751272746567932
"1SNZ_A","vvolumeSC","hbe",0.323305288718452
"1SNZ_A","vvolumeSC","hpshh",0.384615846193645
"1SNZ_A","vvolumeSC","r4s_JC",0.559866507308264
"1SNZ_A","vvolumeSC","rsa",0.898226928440432
"1SNZ_A","vvolumeSC","seqent",0.502758317328965
"1TAH_B","vvolumeAA","ddgent",0.745866746624091
"1TAH_B","vvolumeAA","hbe",0.357857132047685
"1TAH_B","vvolumeAA","hpshh",0.182276505778355
"1TAH_B","vvolumeAA","r4s_JC",0.459717392919128
"1TAH_B","vvolumeAA","rsa",0.910964563302022
"1TAH_B","vvolumeAA","seqent",0.461841115018077
"1TAH_B","vvolumeC","ddgent",0.68685548087431
"1TAH_B","vvolumeC","hbe",0.401541879861352
"1TAH_B","vvolumeC","hpshh",0.117719837610487
"1TAH_B","vvolumeC","r4s_JC",0.444184573148074
"1TAH_B","vvolumeC","rsa",0.839199968179778
"1TAH_B","vvolumeC","seqent",0.433459087789325
"1TAH_B","vvolumeCA","ddgent",0.744869269051943
"1TAH_B","vvolumeCA","hbe",0.338891603214877
"1TAH_B","vvolumeCA","hpshh",0.12301128797742
"1TAH_B","vvolumeCA","r4s_JC",0.452628099636392
"1TAH_B","vvolumeCA","rsa",0.85803978509169
"1TAH_B","vvolumeCA","seqent",0.426972497622689
"1TAH_B","vvolumeCB","ddgent",0.777315163666292
"1TAH_B","vvolumeCB","hbe",0.357404316569867
"1TAH_B","vvolumeCB","hpshh",0.128327373470774
"1TAH_B","vvolumeCB","r4s_JC",0.480663551949002
"1TAH_B","vvolumeCB","rsa",0.891243694339923
"1TAH_B","vvolumeCB","seqent",0.456473884405277
"1TAH_B","vvolumeN","ddgent",0.662648457818696
"1TAH_B","vvolumeN","hbe",0.41949477415821
"1TAH_B","vvolumeN","hpshh",0.0940239367988986
"1TAH_B","vvolumeN","r4s_JC",0.415681304040281
"1TAH_B","vvolumeN","rsa",0.764451875279182
"1TAH_B","vvolumeN","seqent",0.422140720290453
"1TAH_B","vvolumeO","ddgent",0.568718013687422
"1TAH_B","vvolumeO","hbe",0.447840142979376
"1TAH_B","vvolumeO","hpshh",0.132181400112309
"1TAH_B","vvolumeO","r4s_JC",0.383378979779711
"1TAH_B","vvolumeO","rsa",0.742683543873995
"1TAH_B","vvolumeO","seqent",0.38747081477562
"1TAH_B","vvolumeSC","ddgent",0.761283055438371
"1TAH_B","vvolumeSC","hbe",0.326600578905421
"1TAH_B","vvolumeSC","hpshh",0.195997501161694
"1TAH_B","vvolumeSC","r4s_JC",0.4646857756414
"1TAH_B","vvolumeSC","rsa",0.921020893931847
"1TAH_B","vvolumeSC","seqent",0.451104143030761
"1TLP_E","vvolumeAA","ddgent",0.687207336714185
"1TLP_E","vvolumeAA","hbe",0.463916145091595
"1TLP_E","vvolumeAA","hpshh",0.224090829186378
"1TLP_E","vvolumeAA","r4s_JC",0.583131986743524
"1TLP_E","vvolumeAA","rsa",0.910504010437941
"1TLP_E","vvolumeAA","seqent",0.533346073719883
"1TLP_E","vvolumeC","ddgent",0.554549413104698
"1TLP_E","vvolumeC","hbe",0.483771920886367
"1TLP_E","vvolumeC","hpshh",0.131580386294457
"1TLP_E","vvolumeC","r4s_JC",0.493013122104529
"1TLP_E","vvolumeC","rsa",0.788082796805163
"1TLP_E","vvolumeC","seqent",0.444775944961146
"1TLP_E","vvolumeCA","ddgent",0.647793984822296
"1TLP_E","vvolumeCA","hbe",0.451932345544894
"1TLP_E","vvolumeCA","hpshh",0.187848968205591
"1TLP_E","vvolumeCA","r4s_JC",0.552655840814814
"1TLP_E","vvolumeCA","rsa",0.845111953209177
"1TLP_E","vvolumeCA","seqent",0.513367247274319
"1TLP_E","vvolumeCB","ddgent",0.711251694704157
"1TLP_E","vvolumeCB","hbe",0.459546417523898
"1TLP_E","vvolumeCB","hpshh",0.2108759505239
"1TLP_E","vvolumeCB","r4s_JC",0.576825803521274
"1TLP_E","vvolumeCB","rsa",0.874139368790183
"1TLP_E","vvolumeCB","seqent",0.53636076258002
"1TLP_E","vvolumeN","ddgent",0.57434850152975
"1TLP_E","vvolumeN","hbe",0.481142096160423
"1TLP_E","vvolumeN","hpshh",0.201762668475115
"1TLP_E","vvolumeN","r4s_JC",0.500873793562273
"1TLP_E","vvolumeN","rsa",0.793983239212959
"1TLP_E","vvolumeN","seqent",0.464687647326501
"1TLP_E","vvolumeO","ddgent",0.458341176985109
"1TLP_E","vvolumeO","hbe",0.535584432074046
"1TLP_E","vvolumeO","hpshh",0.147452503133143
"1TLP_E","vvolumeO","r4s_JC",0.411731546853246
"1TLP_E","vvolumeO","rsa",0.700929044571486
"1TLP_E","vvolumeO","seqent",0.361622330153524
"1TLP_E","vvolumeSC","ddgent",0.719599621983522
"1TLP_E","vvolumeSC","hbe",0.404220055767635
"1TLP_E","vvolumeSC","hpshh",0.283414014684111
"1TLP_E","vvolumeSC","r4s_JC",0.618232426176695
"1TLP_E","vvolumeSC","rsa",0.917458157756073
"1TLP_E","vvolumeSC","seqent",0.561121751895748
"1U3F_A","vvolumeAA","ddgent",0.777927713465645
"1U3F_A","vvolumeAA","hbe",0.401188125321118
"1U3F_A","vvolumeAA","hpshh",0.352903400766752
"1U3F_A","vvolumeAA","r4s_JC",0.507609974056248
"1U3F_A","vvolumeAA","rsa",0.930898304942993
"1U3F_A","vvolumeAA","seqent",0.459997008620153
"1U3F_A","vvolumeC","ddgent",0.712037326731326
"1U3F_A","vvolumeC","hbe",0.499925860490551
"1U3F_A","vvolumeC","hpshh",0.272813764052452
"1U3F_A","vvolumeC","r4s_JC",0.462982664055885
"1U3F_A","vvolumeC","rsa",0.828121342424115
"1U3F_A","vvolumeC","seqent",0.404015945405652
"1U3F_A","vvolumeCA","ddgent",0.713903663297648
"1U3F_A","vvolumeCA","hbe",0.392358916954857
"1U3F_A","vvolumeCA","hpshh",0.283843444446657
"1U3F_A","vvolumeCA","r4s_JC",0.543118647905644
"1U3F_A","vvolumeCA","rsa",0.845796066636084
"1U3F_A","vvolumeCA","seqent",0.485472133523063
"1U3F_A","vvolumeCB","ddgent",0.755009318079795
"1U3F_A","vvolumeCB","hbe",0.408711117008135
"1U3F_A","vvolumeCB","hpshh",0.329504711902774
"1U3F_A","vvolumeCB","r4s_JC",0.521951114188051
"1U3F_A","vvolumeCB","rsa",0.89115161711332
"1U3F_A","vvolumeCB","seqent",0.469386590596009
"1U3F_A","vvolumeN","ddgent",0.623029940282671
"1U3F_A","vvolumeN","hbe",0.458616758009478
"1U3F_A","vvolumeN","hpshh",0.238289923342852
"1U3F_A","vvolumeN","r4s_JC",0.502484057150856
"1U3F_A","vvolumeN","rsa",0.787583696051181
"1U3F_A","vvolumeN","seqent",0.460886719807086
"1U3F_A","vvolumeO","ddgent",0.615580917660822
"1U3F_A","vvolumeO","hbe",0.566613664535423
"1U3F_A","vvolumeO","hpshh",0.217290295665149
"1U3F_A","vvolumeO","r4s_JC",0.39880395337498
"1U3F_A","vvolumeO","rsa",0.742509950080752
"1U3F_A","vvolumeO","seqent",0.347068987783318
"1U3F_A","vvolumeSC","ddgent",0.793777971243181
"1U3F_A","vvolumeSC","hbe",0.369653877656384
"1U3F_A","vvolumeSC","hpshh",0.398680597842444
"1U3F_A","vvolumeSC","r4s_JC",0.513341260659861
"1U3F_A","vvolumeSC","rsa",0.938550590608516
"1U3F_A","vvolumeSC","seqent",0.475854001884509
"1U5U_A","vvolumeAA","ddgent",0.749986752340981
"1U5U_A","vvolumeAA","hbe",0.301787597575773
"1U5U_A","vvolumeAA","hpshh",0.371598546498023
"1U5U_A","vvolumeAA","r4s_JC",0.298809477992897
"1U5U_A","vvolumeAA","rsa",0.914460794356137
"1U5U_A","vvolumeAA","seqent",0.122605559828455
"1U5U_A","vvolumeC","ddgent",0.618270548298307
"1U5U_A","vvolumeC","hbe",0.37082201472122
"1U5U_A","vvolumeC","hpshh",0.255932837509921
"1U5U_A","vvolumeC","r4s_JC",0.263617536120828
"1U5U_A","vvolumeC","rsa",0.800768473706693
"1U5U_A","vvolumeC","seqent",0.100210707260252
"1U5U_A","vvolumeCA","ddgent",0.730865821712821
"1U5U_A","vvolumeCA","hbe",0.330115219358441
"1U5U_A","vvolumeCA","hpshh",0.303878380802787
"1U5U_A","vvolumeCA","r4s_JC",0.279587087183536
"1U5U_A","vvolumeCA","rsa",0.860819208603565
"1U5U_A","vvolumeCA","seqent",0.122725393105701
"1U5U_A","vvolumeCB","ddgent",0.762654818629452
"1U5U_A","vvolumeCB","hbe",0.326161671114258
"1U5U_A","vvolumeCB","hpshh",0.339578469601183
"1U5U_A","vvolumeCB","r4s_JC",0.285058738076463
"1U5U_A","vvolumeCB","rsa",0.882719204895601
"1U5U_A","vvolumeCB","seqent",0.133932388202475
"1U5U_A","vvolumeN","ddgent",0.617608311085629
"1U5U_A","vvolumeN","hbe",0.388874843908141
"1U5U_A","vvolumeN","hpshh",0.323226281285884
"1U5U_A","vvolumeN","r4s_JC",0.278047199698317
"1U5U_A","vvolumeN","rsa",0.778891872147948
"1U5U_A","vvolumeN","seqent",0.11769780887434
"1U5U_A","vvolumeO","ddgent",0.498667952474865
"1U5U_A","vvolumeO","hbe",0.365784060867568
"1U5U_A","vvolumeO","hpshh",0.226391859875074
"1U5U_A","vvolumeO","r4s_JC",0.259124023497147
"1U5U_A","vvolumeO","rsa",0.677305588828
"1U5U_A","vvolumeO","seqent",0.115132712367889
"1U5U_A","vvolumeSC","ddgent",0.783340061186445
"1U5U_A","vvolumeSC","hbe",0.232573710912349
"1U5U_A","vvolumeSC","hpshh",0.415147321113407
"1U5U_A","vvolumeSC","r4s_JC",0.303923636345267
"1U5U_A","vvolumeSC","rsa",0.915068306224954
"1U5U_A","vvolumeSC","seqent",0.110649552003501
"1UAS_A","vvolumeAA","ddgent",0.706435191046691
"1UAS_A","vvolumeAA","hbe",0.393656701726766
"1UAS_A","vvolumeAA","hpshh",0.325527357698539
"1UAS_A","vvolumeAA","r4s_JC",0.547070121426398
"1UAS_A","vvolumeAA","rsa",0.887222340414192
"1UAS_A","vvolumeAA","seqent",0.481336895508529
"1UAS_A","vvolumeC","ddgent",0.615778178838265
"1UAS_A","vvolumeC","hbe",0.485028933982518
"1UAS_A","vvolumeC","hpshh",0.228373018129204
"1UAS_A","vvolumeC","r4s_JC",0.470119013973553
"1UAS_A","vvolumeC","rsa",0.796803061813602
"1UAS_A","vvolumeC","seqent",0.422576506940888
"1UAS_A","vvolumeCA","ddgent",0.684876371073279
"1UAS_A","vvolumeCA","hbe",0.43271062441674
"1UAS_A","vvolumeCA","hpshh",0.246524148806617
"1UAS_A","vvolumeCA","r4s_JC",0.53687804701862
"1UAS_A","vvolumeCA","rsa",0.83450942600541
"1UAS_A","vvolumeCA","seqent",0.47954340294467
"1UAS_A","vvolumeCB","ddgent",0.714727859350962
"1UAS_A","vvolumeCB","hbe",0.409906186671242
"1UAS_A","vvolumeCB","hpshh",0.317416016155564
"1UAS_A","vvolumeCB","r4s_JC",0.543896921608226
"1UAS_A","vvolumeCB","rsa",0.875164222070322
"1UAS_A","vvolumeCB","seqent",0.48424131484129
"1UAS_A","vvolumeN","ddgent",0.605535663444452
"1UAS_A","vvolumeN","hbe",0.478596846191996
"1UAS_A","vvolumeN","hpshh",0.202990647443525
"1UAS_A","vvolumeN","r4s_JC",0.502633434591301
"1UAS_A","vvolumeN","rsa",0.769771378873078
"1UAS_A","vvolumeN","seqent",0.433477660493676
"1UAS_A","vvolumeO","ddgent",0.512353057911951
"1UAS_A","vvolumeO","hbe",0.527502927911331
"1UAS_A","vvolumeO","hpshh",0.238589544009819
"1UAS_A","vvolumeO","r4s_JC",0.374535855659139
"1UAS_A","vvolumeO","rsa",0.706777454037751
"1UAS_A","vvolumeO","seqent",0.330571312300773
"1UAS_A","vvolumeSC","ddgent",0.716991887821563
"1UAS_A","vvolumeSC","hbe",0.340917731252076
"1UAS_A","vvolumeSC","hpshh",0.34184991948026
"1UAS_A","vvolumeSC","r4s_JC",0.571179255822974
"1UAS_A","vvolumeSC","rsa",0.899382521564477
"1UAS_A","vvolumeSC","seqent",0.502745841810861
"1UN1_A","vvolumeAA","ddgent",0.725850766443192
"1UN1_A","vvolumeAA","hbe",0.462991997630764
"1UN1_A","vvolumeAA","hpshh",0.312114504067639
"1UN1_A","vvolumeAA","r4s_JC",0.522835887769737
"1UN1_A","vvolumeAA","rsa",0.909883828005259
"1UN1_A","vvolumeAA","seqent",0.459563093159273
"1UN1_A","vvolumeC","ddgent",0.569716888229294
"1UN1_A","vvolumeC","hbe",0.563342574348054
"1UN1_A","vvolumeC","hpshh",0.223943965919979
"1UN1_A","vvolumeC","r4s_JC",0.420755883071186
"1UN1_A","vvolumeC","rsa",0.765041987491321
"1UN1_A","vvolumeC","seqent",0.354213130866379
"1UN1_A","vvolumeCA","ddgent",0.701655194501431
"1UN1_A","vvolumeCA","hbe",0.502703177318717
"1UN1_A","vvolumeCA","hpshh",0.27299236219889
"1UN1_A","vvolumeCA","r4s_JC",0.480429748200747
"1UN1_A","vvolumeCA","rsa",0.846995461188926
"1UN1_A","vvolumeCA","seqent",0.414592550991259
"1UN1_A","vvolumeCB","ddgent",0.716034594283798
"1UN1_A","vvolumeCB","hbe",0.482987892952797
"1UN1_A","vvolumeCB","hpshh",0.293415116763551
"1UN1_A","vvolumeCB","r4s_JC",0.518589095284579
"1UN1_A","vvolumeCB","rsa",0.874999477653264
"1UN1_A","vvolumeCB","seqent",0.450444132237161
"1UN1_A","vvolumeN","ddgent",0.664539724289762
"1UN1_A","vvolumeN","hbe",0.582641986971152
"1UN1_A","vvolumeN","hpshh",0.265899022970455
"1UN1_A","vvolumeN","r4s_JC",0.451414622940658
"1UN1_A","vvolumeN","rsa",0.800723440071641
"1UN1_A","vvolumeN","seqent",0.399482562325068
"1UN1_A","vvolumeO","ddgent",0.447275744282726
"1UN1_A","vvolumeO","hbe",0.601534671354494
"1UN1_A","vvolumeO","hpshh",0.162644758658472
"1UN1_A","vvolumeO","r4s_JC",0.379219781155034
"1UN1_A","vvolumeO","rsa",0.656086478506686
"1UN1_A","vvolumeO","seqent",0.315772121620155
"1UN1_A","vvolumeSC","ddgent",0.763746738975562
"1UN1_A","vvolumeSC","hbe",0.40177151521703
"1UN1_A","vvolumeSC","hpshh",0.347832537758255
"1UN1_A","vvolumeSC","r4s_JC",0.560799791612715
"1UN1_A","vvolumeSC","rsa",0.915592342696267
"1UN1_A","vvolumeSC","seqent",0.503834965846135
"1VID_A","vvolumeAA","ddgent",0.77545381617868
"1VID_A","vvolumeAA","hbe",0.42942726141612
"1VID_A","vvolumeAA","hpshh",0.45609887815193
"1VID_A","vvolumeAA","r4s_JC",0.57327468717472
"1VID_A","vvolumeAA","rsa",0.923244906488863
"1VID_A","vvolumeAA","seqent",0.483470066057739
"1VID_A","vvolumeC","ddgent",0.675578244639766
"1VID_A","vvolumeC","hbe",0.554117641916858
"1VID_A","vvolumeC","hpshh",0.434676781994923
"1VID_A","vvolumeC","r4s_JC",0.457076190127391
"1VID_A","vvolumeC","rsa",0.837115605971765
"1VID_A","vvolumeC","seqent",0.414279354486679
"1VID_A","vvolumeCA","ddgent",0.740550515223239
"1VID_A","vvolumeCA","hbe",0.444872895709545
"1VID_A","vvolumeCA","hpshh",0.429552956688694
"1VID_A","vvolumeCA","r4s_JC",0.547911506721668
"1VID_A","vvolumeCA","rsa",0.87297869625002
"1VID_A","vvolumeCA","seqent",0.451609778692383
"1VID_A","vvolumeCB","ddgent",0.779206538827392
"1VID_A","vvolumeCB","hbe",0.43289447126937
"1VID_A","vvolumeCB","hpshh",0.449006313846235
"1VID_A","vvolumeCB","r4s_JC",0.557184040611993
"1VID_A","vvolumeCB","rsa",0.902367509105949
"1VID_A","vvolumeCB","seqent",0.452791973986824
"1VID_A","vvolumeN","ddgent",0.659279811072368
"1VID_A","vvolumeN","hbe",0.454951730968505
"1VID_A","vvolumeN","hpshh",0.343238827508302
"1VID_A","vvolumeN","r4s_JC",0.491382979549094
"1VID_A","vvolumeN","rsa",0.767336241469893
"1VID_A","vvolumeN","seqent",0.411828165625384
"1VID_A","vvolumeO","ddgent",0.597358440893997
"1VID_A","vvolumeO","hbe",0.571426986898015
"1VID_A","vvolumeO","hpshh",0.393057527509219
"1VID_A","vvolumeO","r4s_JC",0.394368925649057
"1VID_A","vvolumeO","rsa",0.766667226948425
"1VID_A","vvolumeO","seqent",0.372267337570847
"1VID_A","vvolumeSC","ddgent",0.796429077018982
"1VID_A","vvolumeSC","hbe",0.382533915758035
"1VID_A","vvolumeSC","hpshh",0.445509514700172
"1VID_A","vvolumeSC","r4s_JC",0.600891116957354
"1VID_A","vvolumeSC","rsa",0.933416281381734
"1VID_A","vvolumeSC","seqent",0.49426256532663
"1VLB_A","vvolumeAA","ddgent",0.746437387653801
"1VLB_A","vvolumeAA","hbe",0.325429351740043
"1VLB_A","vvolumeAA","hpshh",0.327179581031479
"1VLB_A","vvolumeAA","r4s_JC",0.535331242428636
"1VLB_A","vvolumeAA","rsa",0.884590461638955
"1VLB_A","vvolumeAA","seqent",0.357697979207403
"1VLB_A","vvolumeC","ddgent",0.595147554032242
"1VLB_A","vvolumeC","hbe",0.373113344344375
"1VLB_A","vvolumeC","hpshh",0.24989790338073
"1VLB_A","vvolumeC","r4s_JC",0.488571726424155
"1VLB_A","vvolumeC","rsa",0.782365483232261
"1VLB_A","vvolumeC","seqent",0.315785962145669
"1VLB_A","vvolumeCA","ddgent",0.69564480732099
"1VLB_A","vvolumeCA","hbe",0.339090301131844
"1VLB_A","vvolumeCA","hpshh",0.311321554909139
"1VLB_A","vvolumeCA","r4s_JC",0.520318793557223
"1VLB_A","vvolumeCA","rsa",0.838388171301314
"1VLB_A","vvolumeCA","seqent",0.344925690621347
"1VLB_A","vvolumeCB","ddgent",0.742140153149697
"1VLB_A","vvolumeCB","hbe",0.335905855507562
"1VLB_A","vvolumeCB","hpshh",0.335493213896427
"1VLB_A","vvolumeCB","r4s_JC",0.547719567582523
"1VLB_A","vvolumeCB","rsa",0.874791603939862
"1VLB_A","vvolumeCB","seqent",0.376462310734741
"1VLB_A","vvolumeN","ddgent",0.633075654541897
"1VLB_A","vvolumeN","hbe",0.394553490831761
"1VLB_A","vvolumeN","hpshh",0.280551479347602
"1VLB_A","vvolumeN","r4s_JC",0.48114528961303
"1VLB_A","vvolumeN","rsa",0.78340297122722
"1VLB_A","vvolumeN","seqent",0.310832049368082
"1VLB_A","vvolumeO","ddgent",0.493578437220673
"1VLB_A","vvolumeO","hbe",0.426644720565921
"1VLB_A","vvolumeO","hpshh",0.224462669563415
"1VLB_A","vvolumeO","r4s_JC",0.393559186767231
"1VLB_A","vvolumeO","rsa",0.691195970378528
"1VLB_A","vvolumeO","seqent",0.245799035507855
"1VLB_A","vvolumeSC","ddgent",0.763522940876126
"1VLB_A","vvolumeSC","hbe",0.251797771458983
"1VLB_A","vvolumeSC","hpshh",0.339421655869926
"1VLB_A","vvolumeSC","r4s_JC",0.556401319679926
"1VLB_A","vvolumeSC","rsa",0.888399290455723
"1VLB_A","vvolumeSC","seqent",0.366475005347008
"1VNC_A","vvolumeAA","ddgent",0.745933740235601
"1VNC_A","vvolumeAA","hbe",0.454003740923378
"1VNC_A","vvolumeAA","hpshh",0.318942721675786
"1VNC_A","vvolumeAA","r4s_JC",0.502513071031489
"1VNC_A","vvolumeAA","rsa",0.91312591565266
"1VNC_A","vvolumeAA","seqent",0.256640455268121
"1VNC_A","vvolumeC","ddgent",0.642896959581308
"1VNC_A","vvolumeC","hbe",0.52218321622042
"1VNC_A","vvolumeC","hpshh",0.280176239404235
"1VNC_A","vvolumeC","r4s_JC",0.486585596551881
"1VNC_A","vvolumeC","rsa",0.829610146506921
"1VNC_A","vvolumeC","seqent",0.227631059751368
"1VNC_A","vvolumeCA","ddgent",0.709089179413759
"1VNC_A","vvolumeCA","hbe",0.450723461190589
"1VNC_A","vvolumeCA","hpshh",0.290965100053792
"1VNC_A","vvolumeCA","r4s_JC",0.502161988655683
"1VNC_A","vvolumeCA","rsa",0.858006314903083
"1VNC_A","vvolumeCA","seqent",0.252255941852639
"1VNC_A","vvolumeCB","ddgent",0.754307763795745
"1VNC_A","vvolumeCB","hbe",0.469148868256161
"1VNC_A","vvolumeCB","hpshh",0.298594090440871
"1VNC_A","vvolumeCB","r4s_JC",0.518162453333601
"1VNC_A","vvolumeCB","rsa",0.901850496902137
"1VNC_A","vvolumeCB","seqent",0.259216337668982
"1VNC_A","vvolumeN","ddgent",0.634273947938203
"1VNC_A","vvolumeN","hbe",0.527147757762232
"1VNC_A","vvolumeN","hpshh",0.286726827518197
"1VNC_A","vvolumeN","r4s_JC",0.452624763981898
"1VNC_A","vvolumeN","rsa",0.801951514533421
"1VNC_A","vvolumeN","seqent",0.230412474968193
"1VNC_A","vvolumeO","ddgent",0.547518524100168
"1VNC_A","vvolumeO","hbe",0.561250498671959
"1VNC_A","vvolumeO","hpshh",0.281248793832121
"1VNC_A","vvolumeO","r4s_JC",0.412604679916269
"1VNC_A","vvolumeO","rsa",0.750537957328093
"1VNC_A","vvolumeO","seqent",0.200143381232957
"1VNC_A","vvolumeSC","ddgent",0.761812975661216
"1VNC_A","vvolumeSC","hbe",0.420815473514505
"1VNC_A","vvolumeSC","hpshh",0.311484179000783
"1VNC_A","vvolumeSC","r4s_JC",0.516383619217733
"1VNC_A","vvolumeSC","rsa",0.91363180436648
"1VNC_A","vvolumeSC","seqent",0.256464286035884
"1VQ1_A","vvolumeAA","ddgent",0.779119380024962
"1VQ1_A","vvolumeAA","hbe",0.340657931219778
