"pdb","varea","variable","value"
"1QGX_A","vareaC","r4s_JC",0.542810072997734
"1QGX_A","vareaC","rsa",0.859448340615018
"1QGX_A","vareaC","seqent",0.430655470715409
"1QGX_A","vareaCA","ddgent",0.773524668582609
"1QGX_A","vareaCA","hbe",0.52827819958433
"1QGX_A","vareaCA","hpshh",0.403069216014152
"1QGX_A","vareaCA","r4s_JC",0.586884493809273
"1QGX_A","vareaCA","rsa",0.897391855292572
"1QGX_A","vareaCA","seqent",0.475852376474035
"1QGX_A","vareaCB","ddgent",0.792101666512254
"1QGX_A","vareaCB","hbe",0.498425907924662
"1QGX_A","vareaCB","hpshh",0.415980745110681
"1QGX_A","vareaCB","r4s_JC",0.613294431060662
"1QGX_A","vareaCB","rsa",0.913511208300886
"1QGX_A","vareaCB","seqent",0.491402489288349
"1QGX_A","vareaN","ddgent",0.700382426116694
"1QGX_A","vareaN","hbe",0.572710952713839
"1QGX_A","vareaN","hpshh",0.362084546195116
"1QGX_A","vareaN","r4s_JC",0.553770813949743
"1QGX_A","vareaN","rsa",0.843524926011305
"1QGX_A","vareaN","seqent",0.435801026691846
"1QGX_A","vareaO","ddgent",0.6445172402833
"1QGX_A","vareaO","hbe",0.550071518024576
"1QGX_A","vareaO","hpshh",0.385585022528441
"1QGX_A","vareaO","r4s_JC",0.507831028031623
"1QGX_A","vareaO","rsa",0.812011940664221
"1QGX_A","vareaO","seqent",0.402334219172827
"1QGX_A","vareaSC","ddgent",0.796278801149916
"1QGX_A","vareaSC","hbe",0.464878399192908
"1QGX_A","vareaSC","hpshh",0.436647369182297
"1QGX_A","vareaSC","r4s_JC",0.632332596590899
"1QGX_A","vareaSC","rsa",0.936463551166466
"1QGX_A","vareaSC","seqent",0.50861096836505
"1QJE_A","vareaAA","ddgent",0.755490447486228
"1QJE_A","vareaAA","hbe",0.494284563209863
"1QJE_A","vareaAA","hpshh",0.483229710106084
"1QJE_A","vareaAA","r4s_JC",0.515523842605862
"1QJE_A","vareaAA","rsa",0.937834511807143
"1QJE_A","vareaAA","seqent",0.30349084770465
"1QJE_A","vareaC","ddgent",0.643891731313328
"1QJE_A","vareaC","hbe",0.532498742693567
"1QJE_A","vareaC","hpshh",0.382249271418748
"1QJE_A","vareaC","r4s_JC",0.479772810268138
"1QJE_A","vareaC","rsa",0.833155475970136
"1QJE_A","vareaC","seqent",0.261573597016084
"1QJE_A","vareaCA","ddgent",0.701354731366867
"1QJE_A","vareaCA","hbe",0.49575363297779
"1QJE_A","vareaCA","hpshh",0.433286692342868
"1QJE_A","vareaCA","r4s_JC",0.496197374133173
"1QJE_A","vareaCA","rsa",0.864691478701271
"1QJE_A","vareaCA","seqent",0.2614656614898
"1QJE_A","vareaCB","ddgent",0.747779179542232
"1QJE_A","vareaCB","hbe",0.478641089939781
"1QJE_A","vareaCB","hpshh",0.446812353274453
"1QJE_A","vareaCB","r4s_JC",0.513956117427249
"1QJE_A","vareaCB","rsa",0.899045816030408
"1QJE_A","vareaCB","seqent",0.297992828209975
"1QJE_A","vareaN","ddgent",0.645683213741013
"1QJE_A","vareaN","hbe",0.535322226474663
"1QJE_A","vareaN","hpshh",0.417684312877868
"1QJE_A","vareaN","r4s_JC",0.463944894875743
"1QJE_A","vareaN","rsa",0.793743805232881
"1QJE_A","vareaN","seqent",0.22391525225256
"1QJE_A","vareaO","ddgent",0.568665256360449
"1QJE_A","vareaO","hbe",0.537623408666343
"1QJE_A","vareaO","hpshh",0.32047996049736
"1QJE_A","vareaO","r4s_JC",0.458344430049299
"1QJE_A","vareaO","rsa",0.782075996209505
"1QJE_A","vareaO","seqent",0.246894708638635
"1QJE_A","vareaSC","ddgent",0.776119264682262
"1QJE_A","vareaSC","hbe",0.419191909457317
"1QJE_A","vareaSC","hpshh",0.511751238666088
"1QJE_A","vareaSC","r4s_JC",0.511931253470634
"1QJE_A","vareaSC","rsa",0.935600151806716
"1QJE_A","vareaSC","seqent",0.309022328928459
"1QK2_A","vareaAA","ddgent",0.780891132975513
"1QK2_A","vareaAA","hbe",0.301585388667938
"1QK2_A","vareaAA","hpshh",0.311112376642435
"1QK2_A","vareaAA","r4s_JC",0.632379688426798
"1QK2_A","vareaAA","rsa",0.924274242339897
"1QK2_A","vareaAA","seqent",0.499455121689908
"1QK2_A","vareaC","ddgent",0.691363132096432
"1QK2_A","vareaC","hbe",0.357642804413381
"1QK2_A","vareaC","hpshh",0.266622409963666
"1QK2_A","vareaC","r4s_JC",0.570067389345906
"1QK2_A","vareaC","rsa",0.830794513823839
"1QK2_A","vareaC","seqent",0.447498787469362
"1QK2_A","vareaCA","ddgent",0.744924839098621
"1QK2_A","vareaCA","hbe",0.345326764635578
"1QK2_A","vareaCA","hpshh",0.277654452371236
"1QK2_A","vareaCA","r4s_JC",0.619553102233879
"1QK2_A","vareaCA","rsa",0.866330624945632
"1QK2_A","vareaCA","seqent",0.490590931581662
"1QK2_A","vareaCB","ddgent",0.785430966912984
"1QK2_A","vareaCB","hbe",0.311480509680433
"1QK2_A","vareaCB","hpshh",0.294680821105509
"1QK2_A","vareaCB","r4s_JC",0.636399318260427
"1QK2_A","vareaCB","rsa",0.896107777888691
"1QK2_A","vareaCB","seqent",0.500721967726142
"1QK2_A","vareaN","ddgent",0.625075828240067
"1QK2_A","vareaN","hbe",0.400628244890084
"1QK2_A","vareaN","hpshh",0.267239955760267
"1QK2_A","vareaN","r4s_JC",0.535968863356512
"1QK2_A","vareaN","rsa",0.761469022311422
"1QK2_A","vareaN","seqent",0.416335197721365
"1QK2_A","vareaO","ddgent",0.6196884481666
"1QK2_A","vareaO","hbe",0.382185677307733
"1QK2_A","vareaO","hpshh",0.252103982506796
"1QK2_A","vareaO","r4s_JC",0.496690053854567
"1QK2_A","vareaO","rsa",0.77454137842961
"1QK2_A","vareaO","seqent",0.374681218748682
"1QK2_A","vareaSC","ddgent",0.788726843222072
"1QK2_A","vareaSC","hbe",0.230502233759174
"1QK2_A","vareaSC","hpshh",0.342543558129146
"1QK2_A","vareaSC","r4s_JC",0.654040365870206
"1QK2_A","vareaSC","rsa",0.922265143366205
"1QK2_A","vareaSC","seqent",0.521191799234907
"1QWN_A","vareaAA","ddgent",0.754236434678987
"1QWN_A","vareaAA","hbe",0.37728785805032
"1QWN_A","vareaAA","hpshh",0.364300774270756
"1QWN_A","vareaAA","r4s_JC",0.540514556037619
"1QWN_A","vareaAA","rsa",0.909640091259876
"1QWN_A","vareaAA","seqent",0.456908067033672
"1QWN_A","vareaC","ddgent",0.610392944943317
"1QWN_A","vareaC","hbe",0.476502099137887
"1QWN_A","vareaC","hpshh",0.248439658198269
"1QWN_A","vareaC","r4s_JC",0.521936133860705
"1QWN_A","vareaC","rsa",0.777271012519795
"1QWN_A","vareaC","seqent",0.420396220870252
"1QWN_A","vareaCA","ddgent",0.710470813864625
"1QWN_A","vareaCA","hbe",0.421728991348834
"1QWN_A","vareaCA","hpshh",0.307485011442083
"1QWN_A","vareaCA","r4s_JC",0.540040726686576
"1QWN_A","vareaCA","rsa",0.838915720290003
"1QWN_A","vareaCA","seqent",0.450779778046872
"1QWN_A","vareaCB","ddgent",0.757663662022618
"1QWN_A","vareaCB","hbe",0.375586460808895
"1QWN_A","vareaCB","hpshh",0.357341368424044
"1QWN_A","vareaCB","r4s_JC",0.554587619483589
"1QWN_A","vareaCB","rsa",0.885410849667105
"1QWN_A","vareaCB","seqent",0.472001354703781
"1QWN_A","vareaN","ddgent",0.632146654359735
"1QWN_A","vareaN","hbe",0.487480780723571
"1QWN_A","vareaN","hpshh",0.245981938739633
"1QWN_A","vareaN","r4s_JC",0.540561179434025
"1QWN_A","vareaN","rsa",0.762079404821698
"1QWN_A","vareaN","seqent",0.438371944165377
"1QWN_A","vareaO","ddgent",0.504050165075145
"1QWN_A","vareaO","hbe",0.486338162996682
"1QWN_A","vareaO","hpshh",0.22663005821765
"1QWN_A","vareaO","r4s_JC",0.439505122014923
"1QWN_A","vareaO","rsa",0.683464749662232
"1QWN_A","vareaO","seqent",0.347715930889303
"1QWN_A","vareaSC","ddgent",0.780406500207152
"1QWN_A","vareaSC","hbe",0.29732141468246
"1QWN_A","vareaSC","hpshh",0.387647041080961
"1QWN_A","vareaSC","r4s_JC",0.562902078774816
"1QWN_A","vareaSC","rsa",0.907881694480467
"1QWN_A","vareaSC","seqent",0.477775773921148
"1R1J_A","vareaAA","ddgent",0.779014502740063
"1R1J_A","vareaAA","hbe",0.331837935301552
"1R1J_A","vareaAA","hpshh",0.451933586800439
"1R1J_A","vareaAA","r4s_JC",0.595949097312508
"1R1J_A","vareaAA","rsa",0.929957185661299
"1R1J_A","vareaAA","seqent",0.476893623896066
"1R1J_A","vareaC","ddgent",0.649737810305854
"1R1J_A","vareaC","hbe",0.428427270315523
"1R1J_A","vareaC","hpshh",0.338605227312564
"1R1J_A","vareaC","r4s_JC",0.525324281502149
"1R1J_A","vareaC","rsa",0.814767269424552
"1R1J_A","vareaC","seqent",0.394138117285745
"1R1J_A","vareaCA","ddgent",0.735309564647298
"1R1J_A","vareaCA","hbe",0.367421598642642
"1R1J_A","vareaCA","hpshh",0.387377096735524
"1R1J_A","vareaCA","r4s_JC",0.580983992008997
"1R1J_A","vareaCA","rsa",0.867631054029731
"1R1J_A","vareaCA","seqent",0.457966125095036
"1R1J_A","vareaCB","ddgent",0.780311032473777
"1R1J_A","vareaCB","hbe",0.333140472198252
"1R1J_A","vareaCB","hpshh",0.423128468290564
"1R1J_A","vareaCB","r4s_JC",0.588586269855834
"1R1J_A","vareaCB","rsa",0.901497843071129
"1R1J_A","vareaCB","seqent",0.471441089366722
"1R1J_A","vareaN","ddgent",0.635117959870526
"1R1J_A","vareaN","hbe",0.42545473921451
"1R1J_A","vareaN","hpshh",0.327786078546438
"1R1J_A","vareaN","r4s_JC",0.500757889223106
"1R1J_A","vareaN","rsa",0.750675641064594
"1R1J_A","vareaN","seqent",0.396252142613665
"1R1J_A","vareaO","ddgent",0.572407836508877
"1R1J_A","vareaO","hbe",0.460331598148469
"1R1J_A","vareaO","hpshh",0.28574803713158
"1R1J_A","vareaO","r4s_JC",0.50639337921562
"1R1J_A","vareaO","rsa",0.742582828250572
"1R1J_A","vareaO","seqent",0.38046954273707
"1R1J_A","vareaSC","ddgent",0.801328822868544
"1R1J_A","vareaSC","hbe",0.260612886802761
"1R1J_A","vareaSC","hpshh",0.483383781019877
"1R1J_A","vareaSC","r4s_JC",0.613664995022337
"1R1J_A","vareaSC","rsa",0.934204587372578
"1R1J_A","vareaSC","seqent",0.499554188782954
"1R44_A","vareaAA","ddgent",0.753164626072195
"1R44_A","vareaAA","hbe",0.321644444296713
"1R44_A","vareaAA","hpshh",0.411874028442251
"1R44_A","vareaAA","r4s_JC",0.68592579169446
"1R44_A","vareaAA","rsa",0.942821765055245
"1R44_A","vareaAA","seqent",0.620863211684712
"1R44_A","vareaC","ddgent",0.588105417408883
"1R44_A","vareaC","hbe",0.405638496278058
"1R44_A","vareaC","hpshh",0.259006955437036
"1R44_A","vareaC","r4s_JC",0.610215649674579
"1R44_A","vareaC","rsa",0.841867630979708
"1R44_A","vareaC","seqent",0.53960138910402
"1R44_A","vareaCA","ddgent",0.6662665310719
"1R44_A","vareaCA","hbe",0.364870552084124
"1R44_A","vareaCA","hpshh",0.323141886045644
"1R44_A","vareaCA","r4s_JC",0.662509968650562
"1R44_A","vareaCA","rsa",0.863102785758379
"1R44_A","vareaCA","seqent",0.570233359580983
"1R44_A","vareaCB","ddgent",0.732510932146078
"1R44_A","vareaCB","hbe",0.348379157762844
"1R44_A","vareaCB","hpshh",0.375260086478701
"1R44_A","vareaCB","r4s_JC",0.662483761797687
"1R44_A","vareaCB","rsa",0.902335824484534
"1R44_A","vareaCB","seqent",0.570847760661868
"1R44_A","vareaN","ddgent",0.54760897749947
"1R44_A","vareaN","hbe",0.438031500409149
"1R44_A","vareaN","hpshh",0.26068727019849
"1R44_A","vareaN","r4s_JC",0.588216452622207
"1R44_A","vareaN","rsa",0.736516671979361
"1R44_A","vareaN","seqent",0.496977678099311
"1R44_A","vareaO","ddgent",0.457276365089637
"1R44_A","vareaO","hbe",0.388932303893961
"1R44_A","vareaO","hpshh",0.170974214887754
"1R44_A","vareaO","r4s_JC",0.518675840550004
"1R44_A","vareaO","rsa",0.720476173684255
"1R44_A","vareaO","seqent",0.458431289907441
"1R44_A","vareaSC","ddgent",0.792449739790537
"1R44_A","vareaSC","hbe",0.257158425193451
"1R44_A","vareaSC","hpshh",0.441449464432368
"1R44_A","vareaSC","r4s_JC",0.709051155452326
"1R44_A","vareaSC","rsa",0.936501830605352
"1R44_A","vareaSC","seqent",0.646509361068096
"1R4Z_A","vareaAA","ddgent",0.771127570983198
"1R4Z_A","vareaAA","hbe",0.490968156891251
"1R4Z_A","vareaAA","hpshh",0.34013650793619
"1R4Z_A","vareaAA","r4s_JC",0.555986002068589
"1R4Z_A","vareaAA","rsa",0.93531929108923
"1R4Z_A","vareaAA","seqent",0.485895873334715
"1R4Z_A","vareaC","ddgent",0.642677798003892
"1R4Z_A","vareaC","hbe",0.535988832814647
"1R4Z_A","vareaC","hpshh",0.266774451979451
"1R4Z_A","vareaC","r4s_JC",0.49953706368281
"1R4Z_A","vareaC","rsa",0.824870246691906
"1R4Z_A","vareaC","seqent",0.417223323626969
"1R4Z_A","vareaCA","ddgent",0.742016613311573
"1R4Z_A","vareaCA","hbe",0.489357584593573
"1R4Z_A","vareaCA","hpshh",0.246460824038927
"1R4Z_A","vareaCA","r4s_JC",0.524211308207683
"1R4Z_A","vareaCA","rsa",0.865624547976948
"1R4Z_A","vareaCA","seqent",0.442069142292273
"1R4Z_A","vareaCB","ddgent",0.794584981064173
"1R4Z_A","vareaCB","hbe",0.468682817658597
"1R4Z_A","vareaCB","hpshh",0.310756001577779
"1R4Z_A","vareaCB","r4s_JC",0.552001088038686
"1R4Z_A","vareaCB","rsa",0.91010457320713
"1R4Z_A","vareaCB","seqent",0.47181528579771
"1R4Z_A","vareaN","ddgent",0.672615236540916
"1R4Z_A","vareaN","hbe",0.581611249525026
"1R4Z_A","vareaN","hpshh",0.264897894668283
"1R4Z_A","vareaN","r4s_JC",0.487811435841607
"1R4Z_A","vareaN","rsa",0.804835040307863
"1R4Z_A","vareaN","seqent",0.432876325390003
"1R4Z_A","vareaO","ddgent",0.57490845939782
"1R4Z_A","vareaO","hbe",0.539552184779296
"1R4Z_A","vareaO","hpshh",0.230307527855376
"1R4Z_A","vareaO","r4s_JC",0.459057074562568
"1R4Z_A","vareaO","rsa",0.766425050120059
"1R4Z_A","vareaO","seqent",0.405040513472542
"1R4Z_A","vareaSC","ddgent",0.813843457119071
"1R4Z_A","vareaSC","hbe",0.43890472708224
"1R4Z_A","vareaSC","hpshh",0.387228538384724
"1R4Z_A","vareaSC","r4s_JC",0.592546250508081
"1R4Z_A","vareaSC","rsa",0.950655359014369
"1R4Z_A","vareaSC","seqent",0.535062606291719
"1RBN_A","vareaAA","ddgent",0.795669551534225
"1RBN_A","vareaAA","hbe",0.449971226364153
"1RBN_A","vareaAA","hpshh",0.43081336327459
"1RBN_A","vareaAA","r4s_JC",0.696664327310301
"1RBN_A","vareaAA","rsa",0.943876245437094
"1RBN_A","vareaAA","seqent",0.644225367646751
"1RBN_A","vareaC","ddgent",0.639880409126672
"1RBN_A","vareaC","hbe",0.565118876728633
"1RBN_A","vareaC","hpshh",0.302933890091741
"1RBN_A","vareaC","r4s_JC",0.515545386761484
"1RBN_A","vareaC","rsa",0.805177029703874
"1RBN_A","vareaC","seqent",0.471909299064953
"1RBN_A","vareaCA","ddgent",0.78472383949646
"1RBN_A","vareaCA","hbe",0.416003708461207
"1RBN_A","vareaCA","hpshh",0.377292255134
"1RBN_A","vareaCA","r4s_JC",0.638548908436723
"1RBN_A","vareaCA","rsa",0.884572697072134
"1RBN_A","vareaCA","seqent",0.586657644846206
"1RBN_A","vareaCB","ddgent",0.816742722265932
"1RBN_A","vareaCB","hbe",0.437909908254394
"1RBN_A","vareaCB","hpshh",0.362359361046661
"1RBN_A","vareaCB","r4s_JC",0.6918806472124
"1RBN_A","vareaCB","rsa",0.916303889086278
"1RBN_A","vareaCB","seqent",0.63563678709117
"1RBN_A","vareaN","ddgent",0.684808811959087
"1RBN_A","vareaN","hbe",0.56062618527924
"1RBN_A","vareaN","hpshh",0.318254938442128
"1RBN_A","vareaN","r4s_JC",0.594759352593174
"1RBN_A","vareaN","rsa",0.798628673776756
"1RBN_A","vareaN","seqent",0.545237964123596
"1RBN_A","vareaO","ddgent",0.461129819040126
"1RBN_A","vareaO","hbe",0.641034972677632
"1RBN_A","vareaO","hpshh",0.251839535026629
"1RBN_A","vareaO","r4s_JC",0.383792765959821
"1RBN_A","vareaO","rsa",0.663965512033231
"1RBN_A","vareaO","seqent",0.351360750292152
"1RBN_A","vareaSC","ddgent",0.804651455546814
"1RBN_A","vareaSC","hbe",0.374807585395115
"1RBN_A","vareaSC","hpshh",0.420923318881158
"1RBN_A","vareaSC","r4s_JC",0.726848719296465
"1RBN_A","vareaSC","rsa",0.936912320768447
"1RBN_A","vareaSC","seqent",0.672452182964818
"1RDD_A","vareaAA","ddgent",0.782894524830009
"1RDD_A","vareaAA","hbe",0.375871880872375
"1RDD_A","vareaAA","hpshh",0.451030873744698
"1RDD_A","vareaAA","r4s_JC",0.512559965912789
"1RDD_A","vareaAA","rsa",0.93912082563707
"1RDD_A","vareaAA","seqent",0.471813344747996
"1RDD_A","vareaC","ddgent",0.664548354870935
"1RDD_A","vareaC","hbe",0.427998003808391
"1RDD_A","vareaC","hpshh",0.330830352326431
"1RDD_A","vareaC","r4s_JC",0.439400966087447
"1RDD_A","vareaC","rsa",0.824232295027218
"1RDD_A","vareaC","seqent",0.390580663928817
"1RDD_A","vareaCA","ddgent",0.765821275498695
"1RDD_A","vareaCA","hbe",0.340322770842483
"1RDD_A","vareaCA","hpshh",0.351824715833378
"1RDD_A","vareaCA","r4s_JC",0.482826163010617
"1RDD_A","vareaCA","rsa",0.862462902693911
"1RDD_A","vareaCA","seqent",0.434566834453269
"1RDD_A","vareaCB","ddgent",0.783484257677806
"1RDD_A","vareaCB","hbe",0.353303933890214
"1RDD_A","vareaCB","hpshh",0.384269669664964
"1RDD_A","vareaCB","r4s_JC",0.505324584558617
"1RDD_A","vareaCB","rsa",0.905038813707647
"1RDD_A","vareaCB","seqent",0.462886321737124
"1RDD_A","vareaN","ddgent",0.62293835197061
"1RDD_A","vareaN","hbe",0.420740221687217
"1RDD_A","vareaN","hpshh",0.302220022299275
"1RDD_A","vareaN","r4s_JC",0.404514939129995
"1RDD_A","vareaN","rsa",0.75558133921631
"1RDD_A","vareaN","seqent",0.344602459698141
"1RDD_A","vareaO","ddgent",0.615516741323193
"1RDD_A","vareaO","hbe",0.489270898571557
"1RDD_A","vareaO","hpshh",0.316287844281589
"1RDD_A","vareaO","r4s_JC",0.424663959417585
"1RDD_A","vareaO","rsa",0.790076114654766
"1RDD_A","vareaO","seqent",0.371966287375768
"1RDD_A","vareaSC","ddgent",0.793786858302987
"1RDD_A","vareaSC","hbe",0.326514771856896
"1RDD_A","vareaSC","hpshh",0.480882814595267
"1RDD_A","vareaSC","r4s_JC",0.524834619338568
"1RDD_A","vareaSC","rsa",0.941668350419381
"1RDD_A","vareaSC","seqent",0.491102494468954
"1RU4_A","vareaAA","ddgent",0.766735979599872
"1RU4_A","vareaAA","hbe",0.490023715699266
"1RU4_A","vareaAA","hpshh",0.225912317181936
"1RU4_A","vareaAA","r4s_JC",0.58920389138843
"1RU4_A","vareaAA","rsa",0.930000583769661
"1RU4_A","vareaAA","seqent",0.407215420096376
"1RU4_A","vareaC","ddgent",0.592620141375884
"1RU4_A","vareaC","hbe",0.568371075611759
"1RU4_A","vareaC","hpshh",0.127215994703683
"1RU4_A","vareaC","r4s_JC",0.512818534439264
"1RU4_A","vareaC","rsa",0.7912285629302
"1RU4_A","vareaC","seqent",0.336410102563141
"1RU4_A","vareaCA","ddgent",0.74348639678998
"1RU4_A","vareaCA","hbe",0.492090596331576
"1RU4_A","vareaCA","hpshh",0.170866805529041
"1RU4_A","vareaCA","r4s_JC",0.583460139450642
"1RU4_A","vareaCA","rsa",0.862190324790023
"1RU4_A","vareaCA","seqent",0.403613335083344
"1RU4_A","vareaCB","ddgent",0.788198863742898
"1RU4_A","vareaCB","hbe",0.498684697584878
"1RU4_A","vareaCB","hpshh",0.212850351509757
"1RU4_A","vareaCB","r4s_JC",0.577469915997749
"1RU4_A","vareaCB","rsa",0.899532071171679
"1RU4_A","vareaCB","seqent",0.395569347308421
"1RU4_A","vareaN","ddgent",0.687630735192095
"1RU4_A","vareaN","hbe",0.531086957021163
"1RU4_A","vareaN","hpshh",0.155278358925353
"1RU4_A","vareaN","r4s_JC",0.578646210444316
"1RU4_A","vareaN","rsa",0.826679840572999
"1RU4_A","vareaN","seqent",0.39428627678923
"1RU4_A","vareaO","ddgent",0.509229932687079
"1RU4_A","vareaO","hbe",0.564261882114387
"1RU4_A","vareaO","hpshh",0.0688731061096503
"1RU4_A","vareaO","r4s_JC",0.462297780158928
"1RU4_A","vareaO","rsa",0.707510843488043
"1RU4_A","vareaO","seqent",0.277756548478428
"1RU4_A","vareaSC","ddgent",0.800942568391052
"1RU4_A","vareaSC","hbe",0.462511754726651
"1RU4_A","vareaSC","hpshh",0.276234538825616
"1RU4_A","vareaSC","r4s_JC",0.563792200050704
"1RU4_A","vareaSC","rsa",0.932560020907594
"1RU4_A","vareaSC","seqent",0.387929799561247
"1S3I_A","vareaAA","ddgent",0.750413283465592
"1S3I_A","vareaAA","hbe",0.464117928671022
"1S3I_A","vareaAA","hpshh",0.481704400718186
"1S3I_A","vareaAA","r4s_JC",0.504812016528184
"1S3I_A","vareaAA","rsa",0.931709718045361
"1S3I_A","vareaAA","seqent",0.4452304950766
"1S3I_A","vareaC","ddgent",0.642347018760125
"1S3I_A","vareaC","hbe",0.49975676063483
"1S3I_A","vareaC","hpshh",0.375092241703675
"1S3I_A","vareaC","r4s_JC",0.451113486016017
"1S3I_A","vareaC","rsa",0.811119297807277
"1S3I_A","vareaC","seqent",0.389835178356412
"1S3I_A","vareaCA","ddgent",0.704937586524097
"1S3I_A","vareaCA","hbe",0.460237802542098
"1S3I_A","vareaCA","hpshh",0.439480271770294
"1S3I_A","vareaCA","r4s_JC",0.487700943334454
"1S3I_A","vareaCA","rsa",0.858414544658516
"1S3I_A","vareaCA","seqent",0.425481796320292
"1S3I_A","vareaCB","ddgent",0.757922890802753
"1S3I_A","vareaCB","hbe",0.440536817859485
"1S3I_A","vareaCB","hpshh",0.447695673939239
"1S3I_A","vareaCB","r4s_JC",0.510736077317699
"1S3I_A","vareaCB","rsa",0.905423021506674
"1S3I_A","vareaCB","seqent",0.440933233306502
"1S3I_A","vareaN","ddgent",0.596716210914333
"1S3I_A","vareaN","hbe",0.513419550534326
"1S3I_A","vareaN","hpshh",0.440467375210521
"1S3I_A","vareaN","r4s_JC",0.445256199741649
"1S3I_A","vareaN","rsa",0.787859779476341
"1S3I_A","vareaN","seqent",0.376595622175137
"1S3I_A","vareaO","ddgent",0.565634308209514
"1S3I_A","vareaO","hbe",0.516562689165332
"1S3I_A","vareaO","hpshh",0.304825023547065
"1S3I_A","vareaO","r4s_JC",0.399682593153352
"1S3I_A","vareaO","rsa",0.745799486844981
"1S3I_A","vareaO","seqent",0.329616070205172
"1S3I_A","vareaSC","ddgent",0.772019734752059
"1S3I_A","vareaSC","hbe",0.401145012408528
"1S3I_A","vareaSC","hpshh",0.510393782916189
"1S3I_A","vareaSC","r4s_JC",0.500793310537354
"1S3I_A","vareaSC","rsa",0.935436689816024
"1S3I_A","vareaSC","seqent",0.44321271894384
"1S95_A","vareaAA","ddgent",0.805597452656276
"1S95_A","vareaAA","hbe",0.39526098828569
"1S95_A","vareaAA","hpshh",0.355176098032936
"1S95_A","vareaAA","r4s_JC",0.595326090696949
"1S95_A","vareaAA","rsa",0.927709106290121
"1S95_A","vareaAA","seqent",0.550389007872504
"1S95_A","vareaC","ddgent",0.660795780300424
"1S95_A","vareaC","hbe",0.46145684605314
"1S95_A","vareaC","hpshh",0.286740957769525
"1S95_A","vareaC","r4s_JC",0.480376459474406
"1S95_A","vareaC","rsa",0.807038030439366
"1S95_A","vareaC","seqent",0.425755776644469
"1S95_A","vareaCA","ddgent",0.744503894225256
"1S95_A","vareaCA","hbe",0.420337556271182
"1S95_A","vareaCA","hpshh",0.295738037520175
"1S95_A","vareaCA","r4s_JC",0.544925359117103
"1S95_A","vareaCA","rsa",0.85873143471818
"1S95_A","vareaCA","seqent",0.500997808200177
"1S95_A","vareaCB","ddgent",0.792912245419985
"1S95_A","vareaCB","hbe",0.395167468382567
"1S95_A","vareaCB","hpshh",0.34726949842336
"1S95_A","vareaCB","r4s_JC",0.565329511459442
"1S95_A","vareaCB","rsa",0.891868582397412
"1S95_A","vareaCB","seqent",0.520097256460218
"1S95_A","vareaN","ddgent",0.677896148112866
"1S95_A","vareaN","hbe",0.480774176080088
"1S95_A","vareaN","hpshh",0.221139651960243
"1S95_A","vareaN","r4s_JC",0.541059983342849
"1S95_A","vareaN","rsa",0.797575415817669
"1S95_A","vareaN","seqent",0.506802381567893
"1S95_A","vareaO","ddgent",0.576226791211311
"1S95_A","vareaO","hbe",0.479731693839239
"1S95_A","vareaO","hpshh",0.231912782754273
"1S95_A","vareaO","r4s_JC",0.439580328368093
"1S95_A","vareaO","rsa",0.736944575663424
"1S95_A","vareaO","seqent",0.390754857504108
"1S95_A","vareaSC","ddgent",0.824841893572544
"1S95_A","vareaSC","hbe",0.339552064258617
"1S95_A","vareaSC","hpshh",0.391823830553583
"1S95_A","vareaSC","r4s_JC",0.611539885651259
"1S95_A","vareaSC","rsa",0.929854502248871
"1S95_A","vareaSC","seqent",0.562556181453841
"1SCA_A","vareaAA","ddgent",0.754029911694145
"1SCA_A","vareaAA","hbe",0.459826928950172
"1SCA_A","vareaAA","hpshh",0.352145713941852
"1SCA_A","vareaAA","r4s_JC",0.71191854068287
"1SCA_A","vareaAA","rsa",0.929849733664164
"1SCA_A","vareaAA","seqent",0.656311735892408
"1SCA_A","vareaC","ddgent",0.639215674836113
"1SCA_A","vareaC","hbe",0.530761081922168
"1SCA_A","vareaC","hpshh",0.348702738585957
"1SCA_A","vareaC","r4s_JC",0.612335366496741
"1SCA_A","vareaC","rsa",0.849741790006539
"1SCA_A","vareaC","seqent",0.561607623350204
"1SCA_A","vareaCA","ddgent",0.722126632491596
"1SCA_A","vareaCA","hbe",0.438446523494246
"1SCA_A","vareaCA","hpshh",0.319082950853649
"1SCA_A","vareaCA","r4s_JC",0.662259376472073
"1SCA_A","vareaCA","rsa",0.866260330215352
"1SCA_A","vareaCA","seqent",0.612135345344402
"1SCA_A","vareaCB","ddgent",0.755974244733369
"1SCA_A","vareaCB","hbe",0.44947662104435
"1SCA_A","vareaCB","hpshh",0.364152017038718
"1SCA_A","vareaCB","r4s_JC",0.7029207850173
"1SCA_A","vareaCB","rsa",0.904294243343782
"1SCA_A","vareaCB","seqent",0.65237230615591
"1SCA_A","vareaN","ddgent",0.638678401890081
"1SCA_A","vareaN","hbe",0.514601344232247
"1SCA_A","vareaN","hpshh",0.28350749280281
"1SCA_A","vareaN","r4s_JC",0.590881984528433
"1SCA_A","vareaN","rsa",0.813152496434381
"1SCA_A","vareaN","seqent",0.5452846286135
"1SCA_A","vareaO","ddgent",0.563650364234306
"1SCA_A","vareaO","hbe",0.55855076587835
"1SCA_A","vareaO","hpshh",0.370557586665269
"1SCA_A","vareaO","r4s_JC",0.532113351075175
"1SCA_A","vareaO","rsa",0.790634878308176
"1SCA_A","vareaO","seqent",0.474891750271459
