"","contact_orderSC","mean.betas","mean.bfSC","mean.BSS","mean.ddgent","mean.ESS","mean.GSS","mean.hbdif","mean.hbe","mean.helix","mean.hpshh","mean.HSS","mean.ISS","mean.LSS","mean.nhbas","mean.nhbon","mean.nhbpa.dif","mean.nhbps","mean.r4sJC","mean.rsa","mean.seqent","mean.SSS","mean.TSS","mean.varea","mean.veccentricity","mean.vedge","mean.vnfaces","mean.vnfacescc","mean.vsphericity","mean.vsphericitycc","mean.vsphericitym","mean.vvolume","mean.wcnSC","median.bfSC","median.ddgent","median.hbe","median.hpshh","median.r4sJC","median.rsa","median.seqent","median.varea","median.veccentricity","median.vedge","median.vnfaces","median.vnfacescc","median.vsphericity","median.vsphericitycc","median.vsphericitym","median.vvolume","median.wcnSC","natoms","nchain","nres","nseq","r.bfSC.ddgent","r.bfSC.hbe","r.bfSC.hpshh","r.bfSC.r4sJC","r.bfSC.rsa","r.bfSC.seqent","r.bfSC.varea","r.bfSC.veccentricity","r.bfSC.vedge","r.bfSC.vnfaces","r.bfSC.vsphericity","r.bfSC.vsphericitym","r.bfSC.vvolume","r.bfSC.wcnSC","r.ddgent.hbe","r.ddgent.hpshh","r.ddgent.r4sJC","r.ddgent.rsa","r.ddgent.seqent","r.ddgent.varea","r.ddgent.veccentricity","r.ddgent.vedge","r.ddgent.vnfaces","r.ddgent.vsphericity","r.ddgent.vsphericitym","r.ddgent.vvolume","r.ddgent.wcnSC","r.hbe.hpshh","r.hbe.r4sJC","r.hbe.rsa","r.hbe.seqent","r.hbe.varea","r.hbe.veccentricity","r.hbe.vedge","r.hbe.vnfaces","r.hbe.vsphericity","r.hbe.vsphericitym","r.hbe.vvolume","r.hbe.wcnSC","r.hpshh.r4sJC","r.hpshh.rsa","r.hpshh.seqent","r.hpshh.varea","r.hpshh.veccentricity","r.hpshh.vedge","r.hpshh.vnfaces","r.hpshh.vsphericity","r.hpshh.vsphericitym","r.hpshh.vvolume","r.hpshh.wcnSC","r.r4sJC.rsa","r.r4sJC.seqent","r.r4sJC.varea","r.r4sJC.veccentricity","r.r4sJC.vedge","r.r4sJC.vnfaces","r.r4sJC.vsphericity","r.r4sJC.vsphericitym","r.r4sJC.vvolume","r.r4sJC.wcnSC","r.rsa.seqent","r.rsa.varea","r.rsa.veccentricity","r.rsa.vedge","r.rsa.vnfaces","r.rsa.vsphericity","r.rsa.vsphericitym","r.rsa.vvolume","r.rsa.wcnSC","r.seqent.varea","r.seqent.veccentricity","r.seqent.vedge","r.seqent.vnfaces","r.seqent.vsphericity","r.seqent.vsphericitym","r.seqent.vvolume","r.seqent.wcnSC","r.varea.veccentricity","r.varea.vedge","r.varea.vnfaces","r.varea.vsphericity","r.varea.vsphericitym","r.varea.vvolume","r.varea.wcnSC","r.veccentricity.vedge","r.veccentricity.vnfaces","r.veccentricity.vsphericity","r.veccentricity.vsphericitym","r.veccentricity.vvolume","r.veccentricity.wcnSC","r.vedge.vnfaces","r.vedge.vsphericity","r.vedge.vsphericitym","r.vedge.vvolume","r.vedge.wcnSC","r.vnfaces.vsphericity","r.vnfaces.vsphericitym","r.vnfaces.vvolume","r.vnfaces.wcnSC","r.vsphericity.vsphericitym","r.vsphericity.vvolume","r.vsphericity.wcnSC","r.vsphericitym.vvolume","r.vsphericitym.wcnSC","r.vvolume.wcnSC","sd.bfSC","sd.ddgent","sd.hbe","sd.hpshh","sd.r4sJC","sd.rsa","sd.seqent","sd.varea","sd.veccentricity","sd.vedge","sd.vnfaces","sd.vnfacescc","sd.vsphericity","sd.vsphericitycc","sd.vsphericitym","sd.vvolume","sd.wcnSC","sres","sum.betas","sum.bfSC","sum.BSS","sum.ddgent","sum.ESS","sum.GSS","sum.hbdif","sum.hbe","sum.helix","sum.hpshh","sum.HSS","sum.ISS","sum.LSS","sum.nhbas","sum.nhbon","sum.nhbpa.dif","sum.nhbps","sum.r4sJC","sum.rsa","sum.seqent","sum.SSS","sum.TSS","sum.varea","sum.veccentricity","sum.vedge","sum.vnfaces","sum.vnfacescc","sum.vsphericity","sum.vsphericitycc","sum.vsphericitym","sum.vvolume","sum.wcnSC"
"mean.ISS",0.207383324740296,0.819340494347339,0.78843870112917,0.192025702429792,0.743835992870353,0.702177869538985,0.598968278824747,0.158389182190041,0.548197068019148,0.324355352028853,0.852614821176688,0.525311865327404,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mean.LSS",0.914377133931048,0.0120837638539211,0.974209689199117,7.9048278456284e-07,0.391595569827182,0.0439700780220327,0.208145474570234,0,0,2.22044604925031e-16,0.484525728979045,0,0.156442638262166,0,1,0,1,1,1,1,1,0.00283653287078778,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.039397835390131,1,1,0.929719901607584,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.139940239677559,1,1,1,1,1,0.890238845591352,1,0.155326259657363,1,1.96111473047544e-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mean.nhbas",0.194047662598891,0,0.185709149503755,0.0126673942576705,0.271041121998816,0,0.000852756977773428,0.072825594644931,0.759932013234359,0,0.0200229230351645,0,0.410740465299736,0.0337130696240422,0,1,0,5.04407671186868e-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.858551256155244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0.00169001578624584,1,0.000661344557798316,1,1,0,1,0,0.00204861147088575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mean.nhbon",0.200119479155011,0.325708567026728,0.458287907843999,0.00031519414058323,0.882379286276672,0.550420394625601,0.141525366757521,0,0,6.08852968042584e-10,0.0896520692847811,1.33808519819922e-11,0.208207342578535,0,0.000288730182892216,0,0.167308190814639,1,1,1,1,7.40703054447067e-10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.438275377979901,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000145835750032575,1,0.12379491297912,0.0010856804604864,0.0797719999396496,1,0.00413468611067147,0.000193600243170167,0.336783626557036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.312263422094895,1,0.0506650206132153,1,1,1,1,0.291838611394827,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mean.nhbpa.dif",0.0516444998928645,6.66133814775094e-16,0.137798977440549,0.190394981779475,0.0241414403528193,1.11022302462516e-15,0.0158946252445142,0.34937131065503,0.286871534284866,3.28403970684121e-13,0.00092752894202075,4.30735447309871e-11,0.118010536651231,0.243894858053818,0,1.09159124952463e-05,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.82758072301226e-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00080693324078851,1,1,1,0.000450860919626095,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mean.nhbps",0.0394043748521766,0.654312119123829,0.0522093806675568,0.466577804751413,0.000235671262352577,0.709170164362216,0.597921190422376,0.451907657544506,0.0900750306825615,0.981558545826887,0.000146726387836527,0.745872563645693,0.0249871245772519,0.618926099863025,2.89324120217316e-13,0.000111848385920155,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.740004142619193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0153463829049372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0381688376702911,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.299672417366049,0.0588152593640032,0.265444978678969,0.0149475037779827,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.27140249889446e-05,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mean.r4sJC",0.00111835496758905,0.882692451320885,0.929151688592134,0.644818651436603,0.236917956297657,0.8249735038192,0.672504967662755,0.19283547678468,0.10781108189635,0.274249310472504,0.406376701912344,0.232642100196478,0.292588321818766,0.190296956478888,0.993586932384801,0.00835827729902849,0.579051334858053,0.463927145577151,0,1,1,1,1,1,1,1,0.154107716006147,0.263562759149827,1,1,0.415226144760623,1,1,1,1,1,1,0,1,1,1,0.486757914889491,1,1,1,0.863296347416069,1,0.423339378236729,1,1,0.405021971183768,1,0.868964211961597,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.282699074290301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.988414195829113,1,1,1,1,1,1,1,1,1,1,1,0.465134200866313,1,1,1,1,1,1,1,1,1,0.028276040611996,1,1,1,1,1,1,1,1,1,0.513992592555134,1,1,1,1,1,1,0.678924185174182,1,1,0.150020691912687,0.36754264142506,1,0.364918348537886,1,1,1,1,0.320027607161055,1,1,1,0.533280500196057,1,1,1,0.740014736177692,1,0.741236732037232,0.745078564849547,0.678434301257204,0.824194560677532,0.661487730094717,0.688386244356167,0.725496876850985,1
"mean.rsa",7.48956452412131e-13,0.912586847379448,0.00244350047537401,0.00621498342915627,0,0.887008549545238,0.582521780993033,0.0141495402910112,0.336388737230652,0.379037094234842,0.00191464963560861,0.353395699927789,0.534336457876677,0.964872209236275,0.243633182974217,0.0885358958921088,0.054544807740033,0.0115446453524011,0.00113119640006865,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,3.15463211109090e-11,0,0,0,0,0,0,0,1,0,1,1,1,0.00193661258878031,1,1,1,1,1,1,1,0.206280212879792,1,1,1,1,0.0332690385045009,1,1,1,1,3.13384407200079e-05,0.0497237100632628,1,1,2.65003133392838e-06,1,9.24606902152902e-09,1,1,1,1,0.127018458827662,1,0.0406887949101913,1,1,1,0.0107515743418207,0.0021772818753929,1,0.00238092851786398,1,1.42638256761529e-07,0.000186784931405892,2.52660758981449e-09,1,1,0.909192575466282,1.94999305591637e-09,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,2.69075165348909e-06,0,1.5008541076611e-09,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0.00725817699491937,1,0,0,0,1,0.000428329089344315,1,1,0,1,1,0,0,0,1,0.000216501960002446,1,1,1,0,1,0,0,0,0.00526696076401656,1,1,0.378607202179971,0,0,0,1,0,7.72747144184294e-06,0,0,1.33347111130888e-10,0,0,0,7.86259946039536e-11,0,2.45240698859561e-08,1,0,1,0,1,3.86714660294274e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mean.seqent",0.709836740984324,0.23684192433711,0.899886823462583,0.716178685348441,0.377750697839963,0.225407502545711,0.779012492513566,0.311581004882588,0.374726138833977,0.128293974787244,0.758776270420862,0.080566736642623,0.188891427428089,0.448810697866739,0.466860221322286,0.176890225245794,0.370793772488633,0.43155398024974,0.0313801912850185,0.229239519618534,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.11390904780728e-10,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.665399325495973,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0909161995527157,1,1,1,0.809066199601418,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2.15778270806766e-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.38459759840381e-05,1,1,1,1,1,1,1,1,1,1,1,1
"mean.SSS",0.0536607152672173,0.0103789139655044,0.154603416801743,0.0121868667742362,4.73475701934234e-06,0.0227419731374914,0.161291017090577,0,5.34239319449625e-13,8.5353946133182e-13,0.230235231426912,2.61524135680702e-12,0.179026662344011,1.75930836121552e-07,0.0970163634758061,4.21884749357559e-14,0.282021804222844,0.54738362649983,0.593273102861512,0.000146173548932094,0.423746967466694,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3.05223013530309e-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.80516312634438e-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.84813273573781e-06,1,4.26487427707123e-06,6.32422152424539e-08,6.41837530679368e-06,1,0.0114326519071981,6.22012512785375e-06,8.18962716664373e-06,0.00152704597813491,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.981155806877992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.47772919970535e-07,1,0.000110707675986532,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.647196466809103,1,0.833712100982328,1,1,1,1,1,1,1,1,1,0.067411598779175,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"mean.TSS",0.863198290976725,0.924333718188027,0.0201489202654925,1.97579519138902e-05,0.000451807210655408,0.595525581264138,0.483714490352331,0,0.000150015090186972,0.000177755123624834,0.336301572884401,0.000130525996108855,0.553423604646392,0.0421991210114718,0.856470026026716,0.000348629410373391,0.83133463645429,0.900711211662339,0.586606332403675,0.0565441204614814,0.356693506714819,0.227625924849178,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.659304912593631,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0647961375977026,1,0.27057069797509,1,0.0769463814080424,1,1,1,0.170159047423231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0815728016955179,1,0.0610323609974928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.8216622020304e-06,1,1,1,1,1,1,1,1,1,1
"mean.varea",0,0.642050431853104,0.497491007032,0.0369694898528556,0,0.561536475845559,0.751925006462436,0.00502748965081379,0.503530729250356,0.670068195222059,0.00801882751859462,0.839841230857769,0.838687808824549,0.224655727307161,0.794722475722425,0.52055611965589,0.498439992082776,0.298012461024062,0.000326150423372473,0,0.440804104039365,0.00132598761906433,0.0814916841128417,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0.00037548399070797,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000385965206315397,0.104303327280287,0.0411428476959905,1,4.72635264259225e-11,1,0,1,1,1,1,0.095765035244801,1,0.0310213994228639,7.23237220952022e-05,1,1,0.0144698270889547,6.16651216489572e-06,1,0.106463155955954,1,8.29406247122577e-05,0.00415540881130694,2.22929647919479e-06,1,1,0.736140106997853,4.6997329365972e-06,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0.0776369876479706,1,1,1,1,0,0,0.000158720639782395,0.000772565589646224,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.628990269271725,1,6.51889842773201e-06,1,0,1,0.0370198805275268,0,0,0,1,1,1,1,1,0,1,0,0,0,5.18075582434108e-08,1,3.31133157516206e-06,3.94062560360453e-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000329413018670621,0,1,2.6455889923227e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mean.veccentricity",0,0.521471602712281,0.622492551969636,0.0952400754760285,1.58539847916472e-13,0.474331318514469,0.919996438910185,0.00776568474689032,0.0974049643206754,0.820948289054164,0.214378675060668,0.977230129665289,0.97155002843267,0.161559694338553,0.735251196759736,0.945814459862943,0.808531509586087,0.881110658940131,0.000106800973039611,0,0.386300661701837,0.00332349606338189,0.19228956924649,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,3.97637478499746e-12,0,0,0,0,1,0,1,1,1,0.00488395617888981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.151155832419121,1,0.00048841156520929,1,3.21413318182806e-09,1,0,1,1,1,1,0.404570522017824,1,0.146394340294756,6.26119391133884e-06,1,1,0.104749856799624,1.74002720019217e-05,1,1,1,0.0227223152668901,0.195280086708163,0.000727036037865059,1,1,1,0.00265752542100373,7.93853871527972e-12,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0.00456409199920405,1,1,1,1,0,0,1.46344925955333e-07,2.54873024418956e-05,0,0,0,0,0.461801073277488,1,0,0,0,0,1,0,0,0,0.00464280385998084,1,3.62773810991257e-09,1,0,1,0.0216070370674255,0,0,0,1,1,1,1,1,0,1,0,0,0,6.70683952819218e-10,1,3.97637478499746e-12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.47720695137843e-06,0,1,8.50814739918881e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mean.vedge",0,0.548548183270716,0.537561109117651,0.0400939196755581,0,0.48229321056138,0.826648504182963,0.0061837732998884,0.455220648510844,0.779954218820178,0.00658610057361453,0.943844718635454,0.828233750834715,0.220031954722962,0.73520135596429,0.568826156928766,0.455472614343244,0.276490951943208,0.000340441995633656,0,0.450992134326877,0.00285787313985608,0.076245514302445,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0.000493088633926941,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00132871269906687,0.188457966449894,0.0734205866487121,1,1.41151090815583e-10,1,0,1,1,1,1,0.237597531459839,1,0.0737144762350432,0.000119631697374167,1,1,0.037170662991123,1.47837197315148e-05,1,0.156375290296179,1,0.000146696894968823,0.00893174960947896,4.84977887360571e-06,1,1,1,9.52013508026539e-06,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0.159037133527273,1,1,1,1,0,0,0.000482290128529073,0.00133528441189412,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2.45061876493757e-05,1,0,1,0.0174653113238392,0,0,0,1,1,1,1,1,0,1,0,0,0,3.870376339421e-07,1,7.16618031582072e-08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000797901809423962,0,1,3.91732077886786e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mean.vnfaces",0,0.725726843027532,0.343176703557265,0.0913529457490285,2.65714916736215e-09,0.832896279878524,0.870863910838409,0.00977248234398775,0.109487171185906,0.325528074706712,0.633834611165316,0.441369361280582,0.664436003852891,0.109095389360896,0.239179323152972,0.808050203588834,0.265648677312308,0.441935554175344,1.00395906192929e-05,0,0.709717236312948,0.00103129422679205,0.449157144020679,0,0,0,0,0,0,7.7946538112883e-10,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,2.43650595144196e-05,0,0,0,0,1,0,1,1,1,0.124930568796753,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0734205866487121,0.992608139461566,6.61167220972203e-07,1,2.36791670271685e-07,1,0,1,1,1,1,0.17119850372326,1,0.0779165546190281,1.26577901937708e-07,1,1,0.0641635936228555,1.77050968686032e-06,0.736866094703747,1,1,1,1,0.0672793798502465,1,1,1,0.272538853838655,1.18784981850695e-11,1,1,1,1,1,0.019861930933402,1,1,1,1,1,0,0,0,0.000959916497864199,0,0,0,0,1,1,1,7.61977212420106e-05,1,1,1,1,0,0,0,0,0,1.18784981850695e-11,0,0,0.000115308605965314,0.769969339917673,0,0,0,0,1,0,0,0,1.09007025628216e-09,1,0,1,0,0.0339653317826802,0.651250922039441,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0.00426842405636796,0.000302804901175513,1.4866261111024e-08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.51422474559126e-08,0,1,0.00172546251125372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mean.vnfacescc",0,0.560708107616129,0.37960221679596,0.0991567457884588,6.26708329676262e-09,0.668851084728322,0.663813355246507,0.0178450608685803,0.182443836768857,0.280635398255351,0.664067008320265,0.384121914820439,0.89371891494682,0.129160361571914,0.18813911733515,0.961386923030891,0.281457841285256,0.650617185755327,1.73316735154749e-05,0,0.725684654755836,0.00554238835795817,0.452020238731067,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1.60053887920952e-07,0,0,0,0,1,0,1,1,1,0.0324370522975925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0656122122251812,1,0.0028970147161389,1,3.99011004237337e-08,1,0,1,1,0.361996145531257,1,0.0234066793968124,0.505213408164462,0.00882932961439042,2.03224864581131e-06,1,0.660442432250225,0.00827470325569513,1.62670636960627e-07,1,1,1,1,1,0.171012218954871,1,1,1,0.46930386177722,2.36930475239205e-11,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.970518288930224,1.58282276174759e-11,0,0,0,1,1,1,0.00375304818459021,1,1,1,1,0,0,9.63676660692414e-07,3.2488411960685e-09,0,1.58282276174759e-11,0,0,1,1,0,0,0,0,1,0,0,0,9.74552168457876e-05,1,3.19005248883286e-08,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,3.97637478499746e-12,0.0210815387051895,2.28080515563001e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.43201646096713e-08,0,1,0.000492210822372385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mean.vsphericity",7.32747196252603e-15,0.147002045275315,0.177516892722925,0.469078834592639,4.30506608140035e-09,0.158316089341969,0.910906399769913,0.395888024579751,0.46316669538186,0.168366654503428,0.13337101017027,0.115955010104839,0.898033907416784,0.586195960063935,0.80327487231981,0.332633350308161,0.598920893013532,0.491027902015768,0.000353973393059537,0,0.674336439302261,0.451041205544592,0.704145639483325,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0.0597675796224655,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.667152260646198,1,1.47889583246297e-07,1,8.64446292325738e-11,1,1,1,1,0.0763599043757321,0.184037604603533,0.0135500294649507,0.000329812881787461,1,1,0.0160287066973082,2.38567654520239e-07,1,1,1,1,1,1,1,1,1,1,1.38899446744389e-05,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,7.71714692149317e-10,0,0,0,1,1,1,1,1,1,1,1,0,0,0.123155315178062,0.00231493603385147,0,1.01745494918148e-07,0,0,1,1,0,0,0,2.1977180075794e-09,1,0,0,0,1,0.149290656558614,0.0118027706391866,1,0,1,0.0163522289007596,0,0,0,1,1,1,1,1,8.41726688349809e-10,1,0,0,0,0.162945752375728,1,0,0,0,0,0,1,1.22938015323371e-09,0,1.64738942487475e-08,0,1.87779072291505e-08,0,0,0,0,0,0,1,0,0.00483715906065996,0,1,2.4751759067243e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
